GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
14032,ZCTA5 14032,2853,169,3.5,3.4,0.8,1,2.8,1.8,5.5,2.6,7.5,2.9,15.3,3.6,13.4,3.6,22.8,5.1,16.9,4,11.4,4,101141,7931,123166,14217,31.9,(X),(X),(X),(X),(X),2165,167,0.7,0.9,0.4,0.6,1.9,1.6,2.2,1.9,5.7,2.5,13.6,4,14.4,4.5,26.3,6.9,21.8,4.9,13,4.7,120518,12124,141251,15765,(X),(X),31.3,(X),(X),(X),1962,171,0.3,0.5,0,1.5,1.6,1.6,1.9,1.9,5,2.5,11,3.7,14.4,4.2,29,7.4,24,5.3,12.7,4.7,125652,11878,N,N,(X),(X),(X),(X),(X),(X),688,158,12.1,13.6,2.3,3.9,5.4,5.7,16.1,8.6,13.2,8.1,20.6,7.9,10.3,6.5,11.9,6.1,2.9,3.2,5.1,5.4,50231,8925,66050,17438,(X),(X),(X),(X),33.7,(X)
14033,ZCTA5 14033,846,126,2.2,2.5,4.5,5.5,9.2,5.2,8.3,6.2,2.8,2.7,10.9,6,18.1,8.3,27.1,10.7,7.9,6.8,9,6.3,95000,20118,101220,18881,30.9,(X),(X),(X),(X),(X),581,107,0,5,5.2,7.6,4.8,4.7,1.2,1.8,2.6,2.8,17.7,7.6,21.5,12.3,25.8,13,8.1,8,13.1,9.1,96642,19185,116335,24284,(X),(X),27.5,(X),(X),(X),524,103,0,5.6,0,5.6,4,4.6,1.3,2,2.9,3,15.8,9.2,23.9,13.4,28.6,14.4,9,9,14.5,10,107553,22859,N,N,(X),(X),(X),(X),(X),(X),265,100,7.2,7.7,3,5.2,18.9,12.5,23.8,19.5,3.4,5.6,3.4,5.2,10.6,12.7,29.8,23.7,0,10.7,0,10.7,-,**,60122,20192,(X),(X),(X),(X),38.1,(X)
14034,ZCTA5 14034,807,91,3.6,3.5,7.4,3.7,11.6,5.8,12.9,6.4,8.6,3.9,19.6,6,13.6,5.4,17.8,6.4,1.9,1.9,3,3.7,58938,13139,67106,9696,34.9,(X),(X),(X),(X),(X),502,65,2.2,2.4,4,2.8,4.4,5,8.4,6.4,7.8,4.6,25.1,8.4,23.5,9.4,16.9,7,3,3,4.8,5.8,72097,9555,81929,12058,(X),(X),37.3,(X),(X),(X),433,64,0,6.7,3.2,2.5,5.1,5.7,8.8,7.3,9,5.2,20.1,8.2,25.2,10.2,19.6,8,3.5,3.5,5.5,6.7,78750,12531,N,N,(X),(X),(X),(X),(X),(X),305,87,7.5,8.8,13.1,9,22,10.6,20.3,12.8,9.8,7.4,10.5,6.8,2.3,2.4,14.4,11.4,0,9.4,0,9.4,26520,5157,41880,11498,(X),(X),(X),(X),31.1,(X)
14035,ZCTA5 14035,33,33,15.2,21.3,0,49.6,0,49.6,0,49.6,18.2,22.7,48.5,40.7,0,49.6,0,49.6,0,49.6,18.2,33.4,70859,11925,117294,111709,15.2,(X),(X),(X),(X),(X),28,30,0,53.8,0,53.8,0,53.8,0,53.8,21.4,26.6,57.1,45.9,0,53.8,0,53.8,0,53.8,21.4,41.3,-,**,136925,138486,(X),(X),0,(X),(X),(X),12,12,0,82.3,0,82.3,0,82.3,0,82.3,50,50,0,82.3,0,82.3,0,82.3,0,82.3,50,50,-,**,N,N,(X),(X),(X),(X),(X),(X),5,7,100,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,-,**,N,N,(X),(X),(X),(X),100,(X)
14036,ZCTA5 14036,2009,187,5.3,2.7,1.7,1.1,9.1,3.4,11.1,5.1,15,6.2,20.1,5.1,17.1,6.6,14.3,3.7,4.7,2.3,1.5,1.7,61250,10283,70412,6649,24.2,(X),(X),(X),(X),(X),1428,141,2.6,2.7,1.8,1.7,7.1,3.6,10.1,6.3,12.6,6,23.4,5.9,15.3,4.6,18.8,4.9,6.3,3.2,2,2.4,70565,8855,77662,7754,(X),(X),28.2,(X),(X),(X),1140,125,1.7,2.2,0.4,0.5,6,3.8,9.6,7.6,7.2,3.1,27,7,18.2,5.6,21.4,5.7,6.1,3.2,2.5,3,74344,3973,N,N,(X),(X),(X),(X),(X),(X),581,149,12,6,4.1,3.6,13.9,8.2,14.1,8.6,21.9,15.3,8.1,6.9,21.7,18.7,3.6,3.8,0,5,0.5,0.8,42656,9534,50107,11973,(X),(X),(X),(X),11.5,(X)
14037,ZCTA5 14037,390,65,11,8.9,5.6,6.4,2.3,3.9,14.4,9.6,5.4,4.5,14.4,10.5,19.5,9.2,24.4,11.1,3.1,5,0,7.4,69063,15850,67253,11940,29.7,(X),(X),(X),(X),(X),291,56,4.8,7.7,3.1,4.9,7.2,7.9,1.4,2.7,7.2,5.9,15.1,12.8,26.1,12.5,30.9,13.9,4.1,6.8,0,9.8,82625,11369,79202,13518,(X),(X),33,(X),(X),(X),234,56,0,12,3.8,6.1,0,12,1.7,3.3,9,7.5,11.5,12.8,30.3,15.3,38.5,16.9,5.1,8.3,0,12,91250,15280,N,N,(X),(X),(X),(X),(X),(X),99,44,29.3,25.8,13.1,19.4,0,25.7,40.4,28.2,0,25.7,17.2,20.6,0,25.7,0,25.7,0,25.7,0,25.7,25938,22626,26320,13831,(X),(X),(X),(X),20.2,(X)
14039,ZCTA5 14039,44,14,9.1,12.2,13.6,12.8,0,43,0,43,20.5,16.1,13.6,15.7,13.6,14.8,29.5,20.5,0,43,0,43,63125,31264,64623,14415,9.1,(X),(X),(X),(X),(X),25,11,0,57,0,57,0,57,0,57,12,14.4,24,24.4,24,24.7,40,28.8,0,57,0,57,93438,24044,86776,12653,(X),(X),0,(X),(X),(X),25,11,0,57,0,57,0,57,0,57,12,14.4,24,24.4,24,24.7,40,28.8,0,57,0,57,93438,24044,N,N,(X),(X),(X),(X),(X),(X),19,10,21.1,26,31.6,29.2,0,65.4,0,65.4,31.6,35.7,0,65.4,0,65.4,15.8,20.3,0,65.4,0,65.4,-,**,35474,16814,(X),(X),(X),(X),21.1,(X)
14040,ZCTA5 14040,825,81,3.2,3.1,3,2.8,7.2,4.2,11.8,5.3,17.1,6.5,21.2,6,17.7,6.2,14.7,4.2,2.5,2,1.7,1.9,54458,11121,69879,10771,28.2,(X),(X),(X),(X),(X),570,73,2.8,4.2,0,5.1,4.7,4.2,7.4,3.8,14.6,6.6,21.4,6.9,24.9,8.1,18.1,5.5,3.7,2.9,2.5,2.6,74038,9931,82940,13671,(X),(X),31.9,(X),(X),(X),451,70,0,6.4,0,6.4,3.1,4.4,9.3,4.8,10.2,4.9,20.6,6.6,26.2,9,22.8,6.7,4.7,3.4,3.1,3.3,82188,11303,N,N,(X),(X),(X),(X),(X),(X),255,82,3.9,4.1,9.8,9.2,14.5,10.6,21.6,16.3,30.2,21.7,18.8,13,0,11.1,1.2,2.3,0,11.1,0,11.1,35139,7465,35991,5344,(X),(X),(X),(X),18,(X)
14041,ZCTA5 14041,75,28,5.3,6.6,4,8,0,31.7,22.7,19.9,13.3,19.4,40,24.7,9.3,14.3,0,31.7,5.3,7.5,0,31.7,50795,15012,54600,12832,36,(X),(X),(X),(X),(X),43,24,0,43.5,7,14.9,0,43.5,11.6,13.9,0,43.5,55.8,27.9,16.3,23.5,0,43.5,9.3,13,0,43.5,72614,33301,68163,17315,(X),(X),62.8,(X),(X),(X),41,24,0,44.5,7.3,15.7,0,44.5,7.3,12.1,0,44.5,58.5,28,17.1,24.7,0,44.5,9.8,13.6,0,44.5,72841,27905,N,N,(X),(X),(X),(X),(X),(X),32,22,12.5,17.3,0,50.4,0,50.4,37.5,35.8,31.3,39.4,18.8,19.8,0,50.4,0,50.4,0,50.4,0,50.4,36250,29677,36375,9429,(X),(X),(X),(X),0,(X)
14042,ZCTA5 14042,1589,119,9.1,3.3,10.4,3.7,14.8,4.6,11.8,4.5,12,3.5,25,5.6,6.8,2.6,7,2.6,2.8,1.7,0.3,0.5,37679,6568,48532,4002,24.3,(X),(X),(X),(X),(X),1035,89,6.3,4.3,4.8,3.3,7.1,4.3,14.2,6.5,16.3,5.6,27.6,7.6,9.7,3.3,10,3.9,3.4,2.3,0.5,0.8,50679,6107,57486,5231,(X),(X),23.6,(X),(X),(X),682,96,1.2,1.8,2.1,1.7,3.5,4.1,10.6,4.5,18.2,6.1,28.7,8.4,14.7,5,15.2,5.8,5.1,3.5,0.7,1.1,63043,7605,N,N,(X),(X),(X),(X),(X),(X),554,99,14.3,6.5,20.9,7.9,31,10.6,10.8,6.4,7.2,4.2,13.4,6.4,0,5.3,1.3,1.8,1.1,1.7,0,5.3,18782,3205,27774,4251,(X),(X),(X),(X),23.1,(X)
14043,ZCTA5 14043,10783,293,3.8,1,4.1,1.2,10.4,1.7,12,1.6,14.9,1.7,20.6,2.3,16,1.9,13.5,1.7,2.9,0.9,1.8,0.9,54020,2474,64942,2732,34.1,(X),(X),(X),(X),(X),6329,272,3,1.3,1.8,1.3,4.7,1.3,9.5,1.9,11.8,2.3,21.1,3,22.5,3.1,20.2,2.7,3.6,1.3,1.8,1.2,72626,3823,77154,3403,(X),(X),33,(X),(X),(X),4860,279,1.1,0.7,0.7,0.8,3.6,1.3,6.5,1.9,10.8,2.1,21.6,3.4,24.8,3.4,24.7,3.3,3.9,1.4,2.3,1.5,80659,3837,N,N,(X),(X),(X),(X),(X),(X),4454,305,6.2,2,7.5,2.5,19,3.4,16,3.2,19,3.1,18.8,3.5,6.4,2,4.4,2.2,1,0.8,1.7,1.7,35684,2499,45146,4179,(X),(X),(X),(X),35.4,(X)
14047,ZCTA5 14047,2507,160,6.4,3.4,5.9,4.2,10.2,4.1,7.8,2.8,11,4.2,18.7,5.2,18.9,5.1,17.2,4.8,1.4,1.5,2.6,2,62442,7299,68609,5764,30.4,(X),(X),(X),(X),(X),1658,163,1.3,2,4.8,5.3,5.4,3.4,5.4,4,8.3,4.6,19.9,7.1,24.9,7,24.1,7.1,2.1,2.2,3.9,3,80769,6624,85363,6687,(X),(X),28.6,(X),(X),(X),1266,154,1.7,2.5,0.9,1.4,3.6,3.3,2.8,2.7,5.2,4,17.5,7,30.1,8.3,30.3,8.4,2.8,2.8,5.1,4,89625,6198,N,N,(X),(X),(X),(X),(X),(X),849,147,16.4,9.4,8.1,5.5,21.8,10.4,12.5,8.1,16.5,9.3,15.8,8.5,5.3,4.3,3.7,4,0,3.5,0,3.5,30443,9886,34764,5832,(X),(X),(X),(X),34,(X)
14048,ZCTA5 14048,6041,242,10.7,3,7.2,1.8,17.9,2.6,11.1,2.2,18.3,2.9,15.4,2.6,9.5,2.1,7.8,1.6,1.3,0.6,0.9,0.5,37480,3965,48323,2955,32.7,(X),(X),(X),(X),(X),3526,206,7.9,3.2,4.8,1.9,13.7,3.4,10.9,3,17.5,3.7,17.5,3.6,12.5,3,11.7,2.6,2,1,1.5,1,46791,2848,58504,4859,(X),(X),34.1,(X),(X),(X),2118,177,4.3,2.8,0.5,0.8,7,2.9,8.2,3.4,18.5,4.8,21.1,5.2,18.2,4.7,16.5,3.9,3.3,1.7,2.4,1.5,61844,7164,N,N,(X),(X),(X),(X),(X),(X),2515,281,16,4.5,10.4,3.4,26,4.3,12.2,3.3,16.1,3.7,11.7,3.6,5.4,3.1,1.9,1.7,0.4,0.5,0,1.2,24040,2535,32558,2949,(X),(X),(X),(X),29,(X)
14051,ZCTA5 14051,7568,246,3,1.5,2.1,1.2,2.6,1,4.6,1.3,6.2,1.8,11.1,2,15.4,2.3,25.5,2.7,13.5,2.5,16.1,2.5,110506,7022,130043,6061,33.5,(X),(X),(X),(X),(X),5760,266,1.3,1.2,0.5,0.8,1.2,0.9,2.6,1.3,4.9,1.8,9.2,2.1,14.1,2.6,29.5,3.3,16.3,3.2,20.2,3,125938,6977,148407,6273,(X),(X),33.7,(X),(X),(X),5141,239,0.9,1.1,0.6,0.9,0.5,0.4,1.1,0.9,3.4,1.5,8.5,2,12.7,2.5,31.8,3.5,18.2,3.6,22.4,3.3,135681,7650,N,N,(X),(X),(X),(X),(X),(X),1808,251,8.2,4.7,7.1,4.2,8.5,4.2,11.9,4.3,9.5,4.4,15.4,4.6,19.9,6.4,12.5,4.1,4.1,3,2.8,2,52266,8521,70359,9894,(X),(X),(X),(X),31.8,(X)
14052,ZCTA5 14052,6625,291,4,1.6,4.3,1.6,6.1,2.1,7.4,2,11.9,2.3,16.9,2.5,14.6,2.6,20.6,3,7.9,2.2,6.3,1.6,73908,6304,90727,6516,29.7,(X),(X),(X),(X),(X),4549,268,2.3,1.2,0.8,0.7,3.7,2.2,4.8,1.8,10.1,2.6,18.6,3.6,15.5,2.9,24.6,4,11.3,3,8.3,2.2,90663,5486,107556,8337,(X),(X),28.6,(X),(X),(X),3730,260,1.8,1.3,0.1,0.2,2.7,1.5,3.9,1.9,10.3,3,16.6,4,16.3,3.4,26.5,4.2,12.3,3.2,9.5,2.6,98393,6964,N,N,(X),(X),(X),(X),(X),(X),2076,263,7.6,4.1,11.9,4.6,11.8,4.9,14.1,4.8,15.9,4.8,17.1,4.4,10.6,4.6,8.4,4.6,0.6,0.8,1.9,1.3,40343,6090,50344,6366,(X),(X),(X),(X),31.5,(X)
14054,ZCTA5 14054,565,58,3.7,3,3.4,2.9,13.6,5.6,10.8,6.3,16.8,5.8,17.5,6,18.1,5.8,12.9,4.8,1.4,1.5,1.8,1.4,55972,13210,65513,7609,33.8,(X),(X),(X),(X),(X),358,59,4.5,4.7,0,8,6.7,4.1,12.8,8.5,12.3,6.1,20.1,8.3,19,6.1,19.6,7.4,2.2,2.3,2.8,2.3,65208,12136,78821,12454,(X),(X),34.4,(X),(X),(X),313,57,3.2,4.4,0,9.1,2.9,2.5,14.7,9.4,9.3,4.5,22,9.3,20.8,6.9,21.4,8,2.6,2.6,3.2,2.6,69792,18114,N,N,(X),(X),(X),(X),(X),(X),207,51,5.3,4.4,9.2,7.7,25.6,13.2,4.3,5.8,24.6,12.6,13,7.4,16.4,12,1.4,2.1,0,13.5,0,13.5,37396,10805,41732,7816,(X),(X),(X),(X),32.9,(X)
14055,ZCTA5 14055,601,77,2.2,3.2,5.7,3.5,7.8,6,8.3,4.2,17.6,9.6,16.8,7.6,17.1,6.7,19.1,8.1,3.3,3.1,2,2,63315,7887,70996,8606,24.8,(X),(X),(X),(X),(X),469,84,2.8,4.1,0,6.2,2.1,2.1,9.6,5.7,20.9,11.2,13.4,6.9,21.3,8.8,23,10.3,4.3,4,2.6,2.6,76528,19313,80392,10094,(X),(X),28.6,(X),(X),(X),393,81,3.3,4.9,0,7.3,1.3,1.7,8.9,6,16.3,11.6,14.5,8,21.9,10,26.7,11.9,4.1,4.5,3.1,3.1,85417,22026,N,N,(X),(X),(X),(X),(X),(X),132,48,0,20.2,25.8,15.4,28,20.4,3.8,6,6.1,9.2,28.8,20.8,2.3,4.1,5.3,7.9,0,20.2,0,20.2,-,**,37611,11593,(X),(X),(X),(X),11.4,(X)
14057,ZCTA5 14057,3205,160,2.2,1.2,2.7,1.9,9.5,3.4,6.8,2.8,15,3.4,20.7,4.2,15.1,3.7,21.6,3.3,4.6,1.6,1.8,1.2,63359,5790,76139,4263,31.8,(X),(X),(X),(X),(X),2170,124,1.2,1,0.8,1.2,3.4,2.1,5.9,3.2,12.4,3.6,23.4,5.4,17.1,4.9,27.3,4.8,5.9,2,2.6,1.8,79239,8505,88365,5975,(X),(X),31.8,(X),(X),(X),1864,124,1.4,1.2,0,1.6,2.9,2.1,4.6,2.9,8.6,3.1,23.8,5.8,19,5.5,31.4,5.2,5.8,2.4,2.4,1.9,88152,10041,N,N,(X),(X),(X),(X),(X),(X),1035,154,4.1,2.9,6.7,5.3,23.5,8.6,9.6,5.8,23.4,8.3,12.4,5.1,12.1,5.4,6.5,3.5,1.9,2.1,0,2.9,41138,6022,47822,5379,(X),(X),(X),(X),31.7,(X)
14058,ZCTA5 14058,776,84,2.6,1.9,5.9,3.7,4.6,2.2,9.9,4.4,13.8,4.1,22.8,5.5,22,5.7,12.1,3.3,4.6,2.6,1.5,1.4,66667,6410,69911,5392,30.7,(X),(X),(X),(X),(X),575,77,1.4,1.8,3,2.9,0.3,0.6,9.2,4.6,12.9,5,25.7,6.4,24.3,6.3,14.8,4.3,6.3,3.5,2.1,1.9,71902,7656,79093,5948,(X),(X),32.2,(X),(X),(X),509,75,0,5.7,3.3,3.3,0,5.7,7.1,4.6,10.2,4.5,27.3,6.8,26.3,6.8,16.3,4.8,7.1,4,2.4,2.2,78355,9143,N,N,(X),(X),(X),(X),(X),(X),201,53,9,6.6,11.4,8.8,16.9,8.6,11.9,10,19.9,8.2,10.9,7.3,17.4,13.5,2.5,4.3,0,13.8,0,13.8,35750,12909,41723,8383,(X),(X),(X),(X),26.4,(X)
14059,ZCTA5 14059,4052,234,1.3,1.1,5.6,2.8,5,2,8.7,3.3,9.1,3.5,16.8,4.1,19,4.3,18.9,5.7,8.7,3.5,6.9,3.1,80025,7705,91538,7819,29.1,(X),(X),(X),(X),(X),2988,237,0,1,0.8,1.3,3.7,2,6.5,3.7,9.1,3.9,16.6,4.3,21.9,5.2,21.6,6.4,10.9,4.7,8.8,4,91865,7573,104678,9096,(X),(X),29.3,(X),(X),(X),2631,233,0,1.1,0,1.1,3.7,2.2,4.9,2.7,8.3,3.8,16.1,4.5,21.8,5.8,23.1,7,12.1,5.4,10,4.4,97836,7457,N,N,(X),(X),(X),(X),(X),(X),1064,167,4.9,4.1,19,10.2,8.6,4.7,14.9,7.5,9.7,7.6,18.5,9.3,10.4,6.4,11.6,9.1,0.9,1.5,1.4,2.3,41607,17192,52723,12670,(X),(X),(X),(X),28.7,(X)
14060,ZCTA5 14060,164,36,1.8,2.5,2.4,3.6,19.5,10.4,15.2,9.3,6.1,5.8,26.8,12.7,17.7,11.7,5.5,5.6,4.9,4.1,0,16.6,50870,6662,58373,9480,47,(X),(X),(X),(X),(X),103,35,0,24.9,0,24.9,15.5,15.3,17.5,13.5,9.7,8.4,24.3,13.9,21.4,14.6,8.7,9,2.9,3.7,0,24.9,51875,18545,62212,11286,(X),(X),44.7,(X),(X),(X),91,34,0,27.5,0,27.5,9.9,13.9,18.7,15.5,6.6,7.8,27.5,15.6,24.2,16.2,9.9,10.2,3.3,4.4,0,27.5,65208,25257,N,N,(X),(X),(X),(X),(X),(X),61,25,4.9,6.8,6.6,9.6,26.2,20.6,11.5,11.9,6.6,9.5,24.6,23.9,11.5,16.9,0,36.3,8.2,11.7,0,36.3,35313,25450,50525,18816,(X),(X),(X),(X),50.8,(X)
14061,ZCTA5 14061,125,31,10.4,8.2,4.8,7.1,11.2,7.2,9.6,6.8,6.4,6.9,25.6,11.7,15.2,11.2,12,9.4,4.8,6,0,21.1,58125,12578,59007,10593,32,(X),(X),(X),(X),(X),85,28,4.7,6.4,7.1,10.4,2.4,3.2,7.1,6.8,15.3,13.1,28.2,16.5,10.6,11.2,17.6,13.2,7.1,8.8,0,28.9,61964,14648,68114,13480,(X),(X),27.1,(X),(X),(X),68,24,0,33.9,8.8,12.9,2.9,4.1,2.9,4.8,11.8,12.8,30.9,18.9,11.8,13.5,22.1,15.7,8.8,11.2,0,33.9,70500,21442,N,N,(X),(X),(X),(X),(X),(X),40,18,22.5,20.9,0,45.1,30,22.2,15,20.4,0,45.1,20,19.8,12.5,18.5,0,45.1,0,45.1,0,45.1,24500,15368,34213,12152,(X),(X),(X),(X),42.5,(X)
14062,ZCTA5 14062,1232,115,4.9,1.9,7.2,2.9,9.6,3,10.8,3.1,16.4,4.5,22.5,4.1,11.9,3.5,11.7,3.3,4.4,2.6,0.6,0.7,50761,3807,59944,4315,20.5,(X),(X),(X),(X),(X),819,95,3.7,3.7,1.8,1.5,6.5,2.8,8.7,3.8,17.1,4.9,26.7,6,15.4,4.9,13.4,3.9,6.2,3.8,0.5,0.6,62161,5772,69436,5571,(X),(X),20.8,(X),(X),(X),592,81,1,1.4,0.8,0.8,6.4,3.3,7.1,3.5,17.9,5.9,27.5,7.3,14.4,4.4,15.5,4.5,8.6,5,0.7,0.9,68500,5245,N,N,(X),(X),(X),(X),(X),(X),413,81,13.1,5,17.9,7.9,16,6.2,13.8,6.6,11.9,6.6,17.4,6.7,4.1,3.7,4.8,4.2,0,7,1,1.7,27404,7953,36778,5434,(X),(X),(X),(X),19.4,(X)
14063,ZCTA5 14063,5015,265,6.2,2.3,4.4,2,11.1,2.9,13.2,3.3,14,3.3,19,3.4,12.2,2.7,11.9,2.5,6.1,2,2,1.1,51297,5112,66778,5300,29.3,(X),(X),(X),(X),(X),3125,209,3,2.1,2.1,1.5,8.1,3.5,10.6,3.8,12.6,4,21.2,5.3,14.7,3.4,16.1,3.7,9.1,3.2,2.6,1.6,65548,7222,78926,6492,(X),(X),28,(X),(X),(X),2609,216,0.4,0.5,0.8,0.9,6,3.4,9.5,3.6,12.9,4.7,22.8,5.4,15.4,4,18.1,4.6,10.9,3.7,3.1,1.9,72556,6500,N,N,(X),(X),(X),(X),(X),(X),1890,217,11.6,4.6,8.2,4.5,18.1,6.1,16.9,5.2,16,5.1,15,4.9,8.1,4.4,4.3,2.4,0.8,1,1,1.1,29233,4020,45223,8878,(X),(X),(X),(X),31.3,(X)
14065,ZCTA5 14065,683,72,2.3,1.7,12,5.7,12.2,5.7,13,5.2,13.8,5.1,28.7,6.8,8.3,3.9,9.7,3.9,0,4.3,0,4.3,44861,9461,50028,4595,31.3,(X),(X),(X),(X),(X),514,68,1,1.4,7.8,5.5,11.7,6.1,8.8,4.5,18.1,6.5,32.3,7.9,8.2,4.2,12.3,5.3,0,5.7,0,5.7,51400,6609,54989,5560,(X),(X),30.4,(X),(X),(X),387,58,1.3,1.9,3.9,3.9,13.2,7.7,9.8,5.3,12.7,6.5,32,8.8,10.9,5.5,16.3,7.2,0,7.5,0,7.5,55799,3547,N,N,(X),(X),(X),(X),(X),(X),169,47,6.5,5.5,28.4,15.3,16,13,21.3,13.5,7.1,5.6,16,12.1,4.7,6.5,0,16.2,0,16.2,0,16.2,21750,13022,29569,5778,(X),(X),(X),(X),34.3,(X)
14066,ZCTA5 14066,470,53,8.9,5.5,1.9,2,8.7,4.3,10.2,4.6,17.2,5.6,23.8,5.3,13.2,6.8,11.7,4.4,3.8,3.3,0.4,0.7,51400,4504,60910,7056,24,(X),(X),(X),(X),(X),323,54,4,3.8,0,8.9,3.7,2.9,11.5,5.2,13.6,4.7,31,6.9,18.6,8.5,15.2,5.6,1.9,2.2,0.6,1,58295,7104,68911,7221,(X),(X),26.9,(X),(X),(X),257,43,1.9,2.1,0,11,4.3,3.6,8.6,6.1,12.5,5.6,34.2,7.5,17.1,10.2,18.3,6.9,2.3,2.7,0.8,1.2,62656,8464,N,N,(X),(X),(X),(X),(X),(X),147,42,19.7,13.9,6.1,6.5,20.4,11.3,8.8,7.2,25.2,13,10.2,6.5,6.1,6,3.4,4.5,0,18.4,0,18.4,29250,13480,34336,6444,(X),(X),(X),(X),13.6,(X)
14067,ZCTA5 14067,2094,165,2.6,2.6,4.8,4,7.4,5.2,10.1,3.7,21.2,6.9,18.1,6.3,17.9,6.6,13.2,5.1,4.6,3.4,0.1,0.4,52113,12591,65408,6663,27.4,(X),(X),(X),(X),(X),1526,177,0,1.9,3.2,2.9,3,3.2,7.3,3.7,22.6,9.6,21.5,7.3,19.4,8.4,16.5,6,6.4,4.7,0.1,0.5,64435,14018,74323,7905,(X),(X),26.5,(X),(X),(X),1297,196,0,2.3,1.7,1.8,1.8,2.8,8.6,4.4,16.3,9.3,25.3,8.5,20,9.3,18.7,6.7,7.5,5.5,0.2,0.6,71250,12948,N,N,(X),(X),(X),(X),(X),(X),568,150,9.7,9.5,11.8,13,20.2,15.5,19.5,9.7,23.9,11.9,9.2,9,4.4,4.8,1.2,2.3,0,5.1,0,5.1,28587,6413,31752,6167,(X),(X),(X),(X),27.8,(X)
14068,ZCTA5 14068,2798,183,5.1,2.7,5.6,3,10.3,3.6,6.6,2.7,11,3.6,13.2,4.6,10.8,4,18.6,5,9.5,3.5,9.3,3.8,69857,10364,97502,11149,33.9,(X),(X),(X),(X),(X),1772,163,1.5,1.6,0.7,1.2,5.6,3,5.9,3.4,8.6,4.3,12.3,4.9,14.3,5.5,23.4,6.4,14.2,5.5,13.3,5.9,102237,18023,123379,16584,(X),(X),26.3,(X),(X),(X),1543,162,0.9,1.2,0,1.9,3.4,2.9,3.9,2.8,7.6,4.2,14.1,5.6,14.6,6,24.6,7.1,16.3,6.4,14.5,6.7,110757,7475,N,N,(X),(X),(X),(X),(X),(X),1026,168,11.4,6.4,14,7.8,19.3,8.2,7.8,4.7,14.1,7.2,14.7,8.7,4.7,4.7,10.2,8,1.5,2.3,2.2,2.4,29670,11227,52626,14392,(X),(X),(X),(X),47.1,(X)
