GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
11704,ZCTA5 11704,12852,251,2.3,0.8,2.8,0.9,7.3,1.4,6.5,1.5,9.4,1.7,17.4,2.4,14.2,1.9,20.9,2.2,11.1,1.9,8,1.6,81028,3203,98006,4198,36.3,(X),(X),(X),(X),(X),9521,306,1.7,0.9,1.7,0.9,3.5,1.3,5.6,1.7,8,1.8,16.8,2.7,16,2.5,24,2.7,13.1,2.3,9.7,2.2,93248,6569,109128,5916,(X),(X),37.6,(X),(X),(X),7180,334,0.6,0.5,1.2,0.8,2.1,1,4.7,1.8,6.9,2,14.6,2.6,16.4,3,26.4,3.1,14.9,2.7,12,2.8,107359,7765,N,N,(X),(X),(X),(X),(X),(X),3331,309,5.6,2.4,6.3,2.6,19.6,4.1,8.3,3,13.3,4.3,22.8,5,10,3.2,9.3,3.3,2.4,1.7,2.2,1.3,46265,7453,57746,5608,(X),(X),(X),(X),29.6,(X)
11705,ZCTA5 11705,2645,108,5.3,2.6,1.5,1.1,6.2,2.7,4,2,7.2,3.6,14.1,3.5,13.3,3.9,19.3,3.6,10.4,2.9,18.6,4,95590,14416,122150,10189,41.4,(X),(X),(X),(X),(X),2073,103,3.4,2.5,0.8,0.9,3,1.7,4,2.4,6.3,4,13.3,4.9,14,4.4,20.2,4.4,13.6,3.8,21.4,4.5,109718,19420,134182,11493,(X),(X),43,(X),(X),(X),1646,130,0,1.8,0.5,0.9,2.3,1.6,4.4,2.7,5,3.4,11.1,4.4,13.9,5.1,21.7,5.1,14.6,4.6,26.3,5.2,128472,15632,N,N,(X),(X),(X),(X),(X),(X),572,125,12.4,8.4,4,3.7,19.4,9.8,4.2,4,12.1,7.3,23.6,7.9,6.8,5.8,10.1,6.1,3.1,3,4.2,4.3,46786,10853,68743,19328,(X),(X),(X),(X),28.5,(X)
11706,ZCTA5 11706,18860,367,3.9,1.1,4.3,1.4,6.6,1.2,6.2,1.5,9.5,1.8,17,1.8,14.1,1.7,21.6,1.9,10.1,1.6,6.9,1.2,79928,4608,94517,4092,45.7,(X),(X),(X),(X),(X),14332,498,1.9,0.9,2.3,1.2,4.8,1.5,6.1,1.6,9.1,2,19.6,2.3,14.2,1.8,25,2.4,9.9,1.6,7.2,1.3,84710,7563,99909,4239,(X),(X),49.1,(X),(X),(X),9470,488,1.2,0.9,1,1,3.3,1.9,3.9,1.3,6,1.4,17.1,2.7,13.2,1.9,31.3,3.1,13.3,2.2,9.6,1.9,105743,3804,N,N,(X),(X),(X),(X),(X),(X),4528,452,11.4,4.2,11,4.3,12.5,3.5,8.9,3.5,14.1,4.1,12.8,3.2,13,3.5,9.5,2.9,2.9,1.4,4,2.3,40552,4623,60941,8567,(X),(X),(X),(X),31.5,(X)
11709,ZCTA5 11709,2423,115,2,1.2,3.3,1.8,6.4,3.3,3,1.6,6.9,2.3,17.3,4.8,11.1,3.6,20.5,4.4,12.3,3.2,17.3,3.9,100078,12479,129130,14667,34.8,(X),(X),(X),(X),(X),1794,102,0.9,0.9,0.6,0.8,6.2,4.1,1.7,1.5,5.1,2.3,14.7,5,10.8,4.1,23.1,5.7,14.6,4.5,22.3,5.1,114467,11652,150820,18560,(X),(X),35.4,(X),(X),(X),1500,113,0.5,0.8,0.7,1,4.7,4,1.4,1.6,5,2.6,11.4,4.9,9.7,4,24.8,6.1,17.5,5.2,24.3,5.9,130175,15755,N,N,(X),(X),(X),(X),(X),(X),629,120,5.1,3.9,11,6.3,6.8,4,6.7,4.7,13.4,5.9,24.8,10.9,10.7,7.7,12.9,9.3,5.7,4.4,3,3,59338,12258,66436,9871,(X),(X),(X),(X),33.1,(X)
11710,ZCTA5 11710,11286,284,1.8,1.1,1.8,0.9,3.1,0.9,7,1.8,7.2,1.6,10.2,1.9,11.9,2.4,21.7,2.6,18.4,2.1,16.8,2.4,115328,8225,131413,6292,42.5,(X),(X),(X),(X),(X),8961,291,0.8,0.6,0.3,0.3,0.6,0.4,2.9,1.4,5.8,1.7,10.5,2.1,13,2.6,24.8,3,21,2.6,20.2,2.9,130998,7641,149087,7361,(X),(X),40.9,(X),(X),(X),7518,326,0.4,0.4,0.3,0.3,0.5,0.4,2.5,1.4,4.5,1.6,9.1,2.1,12,2.9,25.7,3.6,21.7,2.8,23.4,3.3,140382,5478,N,N,(X),(X),(X),(X),(X),(X),2325,259,5.7,4.4,7.6,4.5,12.7,4.2,22.8,6.2,12.3,5.4,12.2,5.5,8.7,4.5,9.9,3.9,5.3,3,2.8,2.3,37554,9016,58102,7153,(X),(X),(X),(X),46.1,(X)
11713,ZCTA5 11713,3188,209,12.2,3.6,0.3,0.3,7.5,2.3,8,3,10.4,3,17.1,4.7,10.7,3,17.2,4.1,8.7,2.8,7.9,2,71101,3941,89448,7970,45.8,(X),(X),(X),(X),(X),2372,202,13.4,3.9,0,1.3,4.8,2.3,7.5,4.4,10.1,3.4,15.2,4.4,10.9,3.6,19.5,5.5,10.1,3.9,8.6,2.4,73226,12335,95843,10091,(X),(X),46.4,(X),(X),(X),1425,152,1.6,1.6,0,2.1,1.3,1.2,5.8,3.9,9.5,4.5,15.5,5.1,12.1,4.8,26,7.5,14.1,5.2,14,3.8,107768,10195,N,N,(X),(X),(X),(X),(X),(X),816,150,8.7,7.4,1.1,1.2,15.4,6.4,14.8,6.5,12.1,7.6,21,9.8,6.5,4.1,10.3,5.2,4.3,2.4,5.8,3.7,46250,16479,66333,11294,(X),(X),(X),(X),37.5,(X)
11714,ZCTA5 11714,7475,288,1.3,0.6,2.5,1,6.9,1.9,7,2,8,2,14.2,2.6,10.2,2.5,22.6,3.1,17.1,2.8,10.1,2.1,99645,9437,110048,5365,31.6,(X),(X),(X),(X),(X),5739,314,1.1,1.1,0.3,0.4,2.3,1,4.4,2,5.3,1.9,15,3.1,11.4,3.2,28.2,3.9,19.8,3.9,12.2,2.7,119940,7650,125620,6366,(X),(X),31.8,(X),(X),(X),4984,317,0.2,0.3,0.4,0.5,1.1,0.7,4.5,2.3,4.6,1.8,13.2,3,11.3,3.5,29.3,4.8,22.3,4.2,13.2,3.1,127454,5848,N,N,(X),(X),(X),(X),(X),(X),1736,213,5.1,2.6,9.7,4.1,23.2,6.9,13.8,5.3,16.6,6.1,11.5,3.6,7.4,3.8,6.2,3.7,3.2,1.8,3.3,2.9,30568,10496,53505,10025,(X),(X),(X),(X),29.7,(X)
11715,ZCTA5 11715,1556,72,3.4,2.9,2.5,2.6,1.1,1.2,5,2.9,8,4.6,19.3,6.7,8.5,4.4,20.5,5.7,16.9,5.6,14.8,4.7,113017,26541,122315,13108,38.9,(X),(X),(X),(X),(X),1174,94,0,2.5,1.9,3,0,2.5,3.9,2.6,6.2,4.9,19.3,7.6,7.5,4.2,22.7,6.8,20.3,6.9,18.1,5.8,123108,20763,138690,15626,(X),(X),39.4,(X),(X),(X),904,129,0,3.3,0,3.3,0,3.3,4.4,3.2,2.7,2.4,12.5,6.5,7.7,5.2,24.7,8.5,25.3,8.2,22.7,7.3,146477,22324,N,N,(X),(X),(X),(X),(X),(X),382,93,13.9,11.3,4.5,4.9,4.5,5.1,8.4,8,13.4,8.4,21.7,13.6,9.2,11.6,13.6,9.2,6.5,6.5,4.5,5,54375,30315,70352,14885,(X),(X),(X),(X),37.4,(X)
11716,ZCTA5 11716,3559,137,2.6,1.6,2.1,1.9,4.6,1.8,8.9,3.9,9.4,3.3,18.3,4.7,13.4,3.9,20.7,4.9,10.6,3.1,9.5,3,80068,10589,100098,8922,33.5,(X),(X),(X),(X),(X),2516,204,1.1,1.4,1.9,2.8,3.1,2.3,4.7,3.1,8.4,3.7,15,4.9,16.7,4.9,23.1,5.4,14.1,4.1,12.1,4,97105,16463,112101,9460,(X),(X),40.7,(X),(X),(X),1925,201,1.2,1.8,2.4,3.7,1.2,1.5,2.3,2.1,7.7,3.8,14.8,5.7,12.4,4.5,28.9,7.1,15.1,5,14.1,5.1,116488,4688,N,N,(X),(X),(X),(X),(X),(X),1043,189,6.3,4.4,2.5,3.3,8.2,4.1,19.9,10.2,12.6,6.6,25.4,10.5,9.6,7.1,10.9,6.4,1.2,2.1,3.3,3.1,50417,13405,67710,13734,(X),(X),(X),(X),16.1,(X)
11717,ZCTA5 11717,13446,297,4.2,1.3,2.8,1,6.9,1.7,8,1.7,13.4,2.2,19.5,2.3,13.6,2,18,1.9,8.8,1.8,4.8,1.2,69615,4095,84110,3942,55,(X),(X),(X),(X),(X),11163,380,2.9,1.1,1.6,0.7,7.7,2.1,8.4,2,12.9,2.1,20.7,2.5,15,2,18.5,2.1,8.3,1.9,4,1.1,69984,4044,83493,4217,(X),(X),55,(X),(X),(X),6948,380,1.5,0.8,0.8,0.7,4.5,2.2,7.6,2.4,12.9,3,19.1,2.8,17.7,2.9,19.8,3,11,2.9,5,1.5,78548,6404,N,N,(X),(X),(X),(X),(X),(X),2283,270,13.4,5.4,11.3,5.4,9.3,3.8,10,4.2,24.6,5.5,15.4,5,7.8,3.3,4.9,3.4,2.2,1.7,0.9,1,37904,3261,45441,5087,(X),(X),(X),(X),40.9,(X)
11718,ZCTA5 11718,1104,54,1,1.1,0.5,0.9,5.9,3,4.7,3,6.8,3.2,9.4,3.7,12.4,3.3,19.2,4.2,15.4,4.4,24.6,4.3,119750,7570,152987,15442,34.1,(X),(X),(X),(X),(X),876,57,0,3.4,0.7,1.1,3.2,2.7,2.2,1.8,5.8,3.6,9.4,4.2,10.2,3.6,19.9,4.4,19.5,5.3,29.2,5.3,146591,22178,174413,18535,(X),(X),34.9,(X),(X),(X),718,59,0,4.1,0,4.1,3.2,3,1,1.5,2.8,2,4.9,3.1,10.4,4,20.1,5.2,23.3,6.2,34.4,6.1,162188,22785,N,N,(X),(X),(X),(X),(X),(X),228,63,4.8,4.9,0,12.3,16.2,10.1,14.5,14.2,10.5,8.1,9.6,7.6,21.1,9.7,16.7,10.4,1.3,2.2,5.3,5.8,63500,34526,69175,14844,(X),(X),(X),(X),31.1,(X)
11719,ZCTA5 11719,1181,133,4.4,4.2,0,2.5,7,5.3,2.9,2.1,9.7,5.7,21.3,8.4,11.3,5.8,16.3,6.2,13,5,14.1,5.7,89375,18138,129270,26669,51.7,(X),(X),(X),(X),(X),852,131,1.1,1.6,0,3.5,2.2,3.7,2.8,2.2,10.2,7,18.3,9.6,11.7,5.7,18,8,17.3,6.8,18.4,8.1,109056,29951,155700,40678,(X),(X),45.3,(X),(X),(X),740,128,1.2,1.8,0,4,2.6,4.2,1.9,1.8,4.3,3.8,19.1,11,9.2,5.8,20.7,8.9,19.9,7.4,21.2,9.3,126154,29011,N,N,(X),(X),(X),(X),(X),(X),329,96,13.1,14.3,0,8.7,19.5,15.6,3,4.7,8.2,7.7,32.2,19.4,13.4,11.9,8.8,7.8,1.8,3.3,0,8.7,51464,12522,53857,13016,(X),(X),(X),(X),68.1,(X)
11720,ZCTA5 11720,8923,243,3.4,1.3,3.1,1.2,3.4,1.1,6.1,1.7,6.4,1.6,16.7,2.5,12.8,2.1,22.2,2.9,14.7,2.2,11.2,2,94192,6959,109879,4635,36.9,(X),(X),(X),(X),(X),7149,281,2.2,1.1,1.3,1.1,1.3,0.6,5.1,1.9,6,1.6,17.3,3,12.3,2.2,25.3,3.1,16.5,2.7,12.6,2.3,108725,7816,120037,5384,(X),(X),38.5,(X),(X),(X),5343,281,1,0.7,0.1,0.2,0.6,0.6,3.6,1.6,4.5,1.5,14.6,3.1,12.4,2.5,27.5,3.5,19.3,3.3,16.3,3,119177,3919,N,N,(X),(X),(X),(X),(X),(X),1774,247,8.2,4.6,10.2,4.3,13.4,5.5,13.9,5.4,8.5,5,18.5,7.9,12.5,4.5,7.7,3.5,3.8,2.3,3.4,2.5,40000,13636,57699,7132,(X),(X),(X),(X),26.3,(X)
11721,ZCTA5 11721,2266,137,1.2,1.2,1.5,1.2,4,1.9,5.1,2.7,6,3.1,13.9,4.1,12.4,3.6,20.6,5,10.7,3.5,24.5,5.1,108611,15552,150372,14277,35.7,(X),(X),(X),(X),(X),1706,133,0.9,1.1,0.6,0.9,2.6,1.9,2.4,1.7,4.6,2.5,13.6,5.2,14.2,4.6,19.5,5.3,11.3,4.1,30.2,6.3,131250,28403,167510,17866,(X),(X),32.4,(X),(X),(X),1447,131,0.6,1,0.7,1,1.1,1.3,2.3,1.9,3.6,2.2,12.9,5.6,14.2,5.2,17.4,5.2,12.4,4.6,34.8,7,142138,16533,N,N,(X),(X),(X),(X),(X),(X),560,118,3.2,4,4.5,3.8,8.4,5.6,13.2,9.1,10,7.9,14.8,6.4,7.1,5.1,25.2,11.3,8.9,7.9,4.6,2.9,65938,15138,90767,17513,(X),(X),(X),(X),45.7,(X)
11722,ZCTA5 11722,9638,240,5.3,1.5,4.4,1.2,7.7,2,7.4,1.8,12.2,2.1,19.7,2.9,14.8,2.3,17.1,2.3,8,1.5,3.4,1.1,67222,3187,78773,4038,49.2,(X),(X),(X),(X),(X),7076,322,4,1.6,2.3,1,6.2,1.7,6.7,2.3,13.4,2.4,20.5,3.1,15.5,2.7,18,2.4,10,1.9,3.3,1.2,70090,3776,83983,4889,(X),(X),54.1,(X),(X),(X),3983,345,1.5,1.3,1.5,1.3,5.4,2.6,4.5,2.8,11.3,3.3,20.7,3.6,17.2,3.1,20.8,3.8,13,2.7,4.1,1.8,85133,7445,92789,5017,(X),(X),(X),(X),(X),(X),2562,285,13.1,3.9,10.3,2.9,13.5,5.5,8,3.4,13,3.9,18.7,5.2,9.3,4.9,11.7,4.5,1.2,1,1.1,1.1,39766,7988,52239,4671,(X),(X),(X),(X),32.3,(X)
11724,ZCTA5 11724,1034,104,1.6,1.8,1.6,1.8,0.7,1,0.9,1.4,2.4,2.1,7.4,4.3,9.4,5.8,16.2,6.2,11.5,9.1,48.4,8.9,189000,44434,269865,41708,40.4,(X),(X),(X),(X),(X),857,98,0,3.4,0.9,1.4,0.8,1.3,0,3.4,1.2,1.7,6.1,4.6,6.7,4.6,15.6,6.4,15.5,10.8,53.2,9.5,218603,60768,302954,46280,(X),(X),38.9,(X),(X),(X),755,100,0,3.9,1.1,1.6,0.9,1.4,0,3.9,1.3,1.9,5.6,4.8,4.4,5.5,14.4,6.9,13.9,12,58.4,10.6,"250,000+",***,N,N,(X),(X),(X),(X),(X),(X),177,69,9.6,10.7,5.1,7.8,0,15.5,5.1,8.4,8.5,9.3,13.6,14.7,22.6,23.2,18.6,22.8,0,15.5,16.9,21.1,95508,43268,93254,33555,(X),(X),(X),(X),44.1,(X)
11725,ZCTA5 11725,9722,159,2.2,1,2.7,0.9,4.6,1.2,5.2,1.2,5.9,1.3,11.2,1.8,9.6,1.4,22.6,1.9,15,2.1,20.9,2.2,120750,5429,136128,5320,38.3,(X),(X),(X),(X),(X),7836,229,1.1,0.8,1.5,0.7,1.5,0.7,4.2,1.2,4.4,1.3,9.6,1.9,10.4,1.6,25.5,2.4,17.2,2.3,24.6,2.6,133373,5012,152287,5894,(X),(X),37.5,(X),(X),(X),6871,248,0.6,0.4,1.1,0.7,1.2,0.6,4,1.3,4.4,1.6,8.2,1.7,9.4,1.7,25.6,2.6,18.4,2.5,27.1,3,142813,8305,N,N,(X),(X),(X),(X),(X),(X),1886,206,8.5,3.9,7.6,3.7,15.7,4.8,10.1,3.9,12.4,4.6,18.3,4.7,7.2,2.9,10.1,3.4,4.8,3.4,5.2,3.5,43317,6157,66342,9828,(X),(X),(X),(X),40.9,(X)
11726,ZCTA5 11726,5977,257,3.3,1.5,4,2.2,7,2.7,10.9,3.1,11,3.2,19.2,3.5,15.2,3.1,15.5,3.2,9,2.9,4.9,2,67259,6482,83344,7013,43.2,(X),(X),(X),(X),(X),4570,301,1.9,1.8,2,1.6,4.3,2.5,10.2,3.7,13.1,3.7,20.7,4.1,16,4,16.8,3.9,9.4,3.2,5.6,2.4,72370,7745,89182,8598,(X),(X),45.8,(X),(X),(X),2913,292,0.4,0.7,0.7,0.7,1.6,1.3,8.3,3.9,10.3,4.2,21.9,5.4,14.1,3.8,23.4,5.3,12.1,4.3,7.2,3,86645,10789,N,N,(X),(X),(X),(X),(X),(X),1407,237,9.7,4.5,12.1,7.6,15.3,6.9,13.8,7,9,4.8,15.9,6.7,12.9,6.3,7.7,4.9,1.6,1.3,1.8,2.1,34306,11679,49626,7851,(X),(X),(X),(X),26.2,(X)
11727,ZCTA5 11727,10971,374,2.7,0.9,3.2,1.1,6.4,1.5,7.3,2.2,11.5,2.2,18,2.8,15.1,2.3,22.3,3.2,7.5,1.5,6,1.5,77891,7641,90715,4652,39.3,(X),(X),(X),(X),(X),6941,392,1.6,1.1,1,0.9,2.9,1.6,6,2.3,7.7,2.2,19.8,3.6,15.4,2.8,26.5,4.4,10.3,2.3,8.7,2.3,92215,7457,107223,6680,(X),(X),39.9,(X),(X),(X),5286,344,0.2,0.3,0.9,0.9,1,0.9,4.7,2.4,7,2,18,4.1,16.2,2.8,30,5,11.7,2.7,10.4,3,101964,8178,N,N,(X),(X),(X),(X),(X),(X),4030,404,6.3,2.4,7.1,2.7,11.9,3.6,11,4.2,17.2,4.7,15.1,4.1,14.9,4.6,13.4,4.8,2.3,1.4,0.8,0.8,46493,5747,58852,5378,(X),(X),(X),(X),37.5,(X)
11729,ZCTA5 11729,8969,235,3.9,1.4,2.7,1,7.1,1.4,6.2,1.5,7.8,1.8,15.5,2.4,13.6,2.6,21.8,2.9,11.7,1.7,9.9,1.9,84063,6537,100182,5019,38.2,(X),(X),(X),(X),(X),6601,280,2.1,1.2,0.8,0.5,3.1,1.3,3.3,1.1,6.8,2,17.5,2.7,15.6,3.3,24.9,3.5,13.1,2.1,12.8,2.5,101544,9285,113818,6011,(X),(X),39.3,(X),(X),(X),5012,260,0.5,0.5,0.5,0.4,2.7,1.3,2.3,1,6.2,2.1,14.1,2.5,15.7,3.8,28,4.1,15.1,2.5,14.9,3,114412,9140,N,N,(X),(X),(X),(X),(X),(X),2368,235,10.3,4.4,6.5,3,18.4,4.3,13.9,4.9,13.3,4.3,11.3,4.4,7.7,3.2,13.4,4.9,3.9,2.6,1.2,1.3,36020,7827,56289,8785,(X),(X),(X),(X),30.4,(X)
11730,ZCTA5 11730,4446,162,3.3,2.1,0.8,0.8,5.4,2.6,3.9,2.2,6.8,2.4,9.1,2.9,12.1,3.5,21.8,4.5,18.5,4.5,18.2,4.1,115981,6778,135840,12586,39.8,(X),(X),(X),(X),(X),3520,233,3,2,0,0.8,2.1,1.6,1.8,1.2,3.8,1.9,10,3.8,12.7,3.9,25.5,5.5,21.6,5.2,19.5,5.1,129005,14124,149976,14905,(X),(X),38.7,(X),(X),(X),2736,229,2.7,2,0,1.1,2,1.8,1.4,1.4,1.9,1.6,6.7,3.5,11.8,4.5,27.6,5.9,22.2,5.4,23.7,5.9,138904,13893,N,N,(X),(X),(X),(X),(X),(X),926,194,9.4,8.1,2.5,3,20.2,10.7,9.8,8.9,14.9,7.3,7.8,5.4,9.4,8,12.2,8.3,5.8,4.6,8,5.9,43839,15253,73963,18807,(X),(X),(X),(X),38.3,(X)
11731,ZCTA5 11731,10054,204,1.8,1,3.8,1.7,4.4,1.5,5,1.3,8.3,1.8,11.1,2.1,12.6,2.1,22.2,2.5,14.1,2.2,16.7,2.1,106453,7427,121582,5400,36.8,(X),(X),(X),(X),(X),7965,290,1,0.9,1.4,0.8,2.7,1.4,2.7,1.1,7.4,2,11.2,2.4,12.6,2.1,25.2,3,17,2.6,18.7,2.4,118216,8196,133368,5445,(X),(X),35.4,(X),(X),(X),6671,327,1,1.1,1.4,0.8,1.6,0.9,1.8,1,5.8,1.7,9.6,2.6,12.3,2.1,26.4,3.3,18.9,3.1,21.3,2.8,127109,6004,N,N,(X),(X),(X),(X),(X),(X),2089,234,5,3.2,13.2,7.2,10.7,3.8,14.5,4.3,11.5,4.1,11.6,4.6,13.5,6.2,9.2,3.5,3.4,2.3,7.2,4,41438,13919,72693,14504,(X),(X),(X),(X),38.5,(X)
11732,ZCTA5 11732,1488,152,3.1,2.7,2,2,10.8,6.9,1.8,1.1,8,5.7,6.6,3.8,13.3,5.4,13,4,13.8,4.9,27.6,6.2,115333,23581,160015,22625,32.7,(X),(X),(X),(X),(X),991,113,1.5,2.2,0.7,1,4.7,3.9,1.6,1.1,3.7,2.8,3.1,1.9,11.2,5.3,16.8,5.3,20.6,7,36,8,161298,13838,200105,28225,(X),(X),34.2,(X),(X),(X),870,118,1.7,2.4,0.8,1.1,5.4,4.4,1.3,1.3,1.3,1.3,3.6,2.2,9.9,5.7,15.5,4.6,20.7,7.4,39.9,8.5,164881,28914,N,N,(X),(X),(X),(X),(X),(X),497,124,6.2,7.3,4.6,6.2,22.7,18.3,2.2,2.5,16.5,14,13.5,10.6,17.5,12.1,9.1,7.7,1.2,1.8,6.4,5.3,42434,34019,75436,27323,(X),(X),(X),(X),29.6,(X)
11733,ZCTA5 11733,5651,177,1.2,0.7,0.8,0.7,3.4,1.4,2.7,1,4.3,1.2,10.8,1.9,10,2.6,20,2.7,17.7,2.8,29.1,3.1,143438,9670,174154,8703,33.4,(X),(X),(X),(X),(X),4625,197,0.7,0.6,0.3,0.4,1.2,0.6,0.8,0.6,3.7,1.3,8.6,2.1,10,2.8,23.3,3.3,18.2,2.8,33.2,3.5,154375,12253,189700,8993,(X),(X),32.9,(X),(X),(X),3974,196,0.4,0.6,0.2,0.3,1.2,0.7,0.5,0.5,2.9,1.2,6.9,1.7,9.1,2.5,21.4,3.4,20,3.2,37.5,3.8,165962,7600,N,N,(X),(X),(X),(X),(X),(X),1026,149,4.5,2.8,4,3.5,12.6,6.4,10.4,4.2,10.4,4.5,18.2,5.9,10.7,4.9,8.9,3.5,12.4,6,7.9,3.4,62250,19757,90244,12487,(X),(X),(X),(X),32.7,(X)
11735,ZCTA5 11735,11232,252,2.6,0.8,2.4,0.8,5.9,1.4,4.8,1.1,9.1,1.8,13.3,1.7,13,1.8,25,2.2,15,1.9,9,1.5,96455,6375,111943,4783,34.6,(X),(X),(X),(X),(X),8514,255,1.6,0.8,0.6,0.4,2.2,0.9,2.9,0.9,8,1.9,12,1.9,14,2.2,30.3,2.8,17.8,2.5,10.7,1.8,111518,5957,127371,5501,(X),(X),34.8,(X),(X),(X),6848,297,1.1,0.7,0.4,0.3,1.4,0.7,2.4,0.9,5.6,1.7,11.5,2.1,13.2,2.2,32.3,3,19.6,2.8,12.6,2.1,121842,4092,N,N,(X),(X),(X),(X),(X),(X),2718,261,6,2.5,8.4,2.8,17.1,5,11.8,4,12,3.3,19.5,3.8,10,3.2,10.3,3.7,2.5,1.4,2.5,1.8,43266,5591,58222,5536,(X),(X),(X),(X),32.4,(X)
11738,ZCTA5 11738,5129,312,1.7,1.4,1.4,1.3,4,1.9,7.2,3.2,5.7,2.1,19.6,4.2,12.7,2.8,21.5,3.8,14.4,3.1,11.8,2.8,95129,9628,114700,6461,45.9,(X),(X),(X),(X),(X),4245,283,1,1,0.8,1.1,3.7,2,5.6,3.2,6.2,2.5,17,4.6,12.2,2.9,24.3,4.5,16.1,3.6,13.1,3.3,105763,4095,121084,7525,(X),(X),47.2,(X),(X),(X),3471,316,1.3,1.2,0,0.9,3.3,2.3,4.9,3.5,4.7,2.4,13.5,4.5,12.6,3.2,25.5,5,19,4.2,15.3,4.1,122156,14369,N,N,(X),(X),(X),(X),(X),(X),884,224,4.8,5.6,4.3,3.8,5.3,6,15.2,11.1,8.8,5.9,31.7,12.3,10.9,7,9.5,5.9,6.8,10,2.8,3.8,53806,1934,69284,17162,(X),(X),(X),(X),39.8,(X)
11739,ZCTA5 11739,364,52,4.1,6.4,0,7.9,0,7.9,2.5,2.9,2.5,2.8,15.1,6.5,10.7,8.2,18.1,11.5,5.8,4.6,41.2,13.2,140000,84498,173737,23050,28.3,(X),(X),(X),(X),(X),296,54,5.1,7.7,0,9.6,0,9.6,3,3.6,3,3.5,10.1,5.9,3.7,3.9,20.3,13.3,5.7,5.3,49,15.3,198500,81084,190603,28603,(X),(X),30.1,(X),(X),(X),265,53,0,10.7,0,10.7,0,10.7,3.4,4,1.9,3.1,11.3,6.7,4.2,4.4,20.4,14,6.4,5.9,52.5,15.8,218456,55637,N,N,(X),(X),(X),(X),(X),(X),68,34,0,33.9,0,33.9,0,33.9,0,33.9,0,33.9,36.8,24.2,41.2,28.2,8.8,15.1,5.9,11,7.4,10.8,93088,19426,98435,17482,(X),(X),(X),(X),20.6,(X)
